Field Group,Heading Category,Heading,Status,Product Name,Quantity,Units,Value GBP,Actual/Issued Date,Application Area ha,Av Field Unit Price GBP,Crop Group,Field Defined Name,Quantity per Application Area ha,Variety,Year
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,1507,L,397.61,3/23/2019,10.38,0.264,Wheat Winter,Mf 567 Lindsay's.Costello,145.183,Costello,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,3380,L,891.78,04/11/2019,26.13,0.264,Wheat Winter,Mf 1234 Manor farm View.Costello,129.353,Costello,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,2700,L,712.37,04/11/2019,17.63,0.264,Wheat Winter,Mf 14\16 Track End.Costello,153.148,Costello,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,2000,L,527.68,04/11/2019,16.31,0.264,Wheat Winter,Mf 26 Railway.Costello,122.624,Costello,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,474,L,125.06,04/11/2019,4.08,0.264,Wheat Winter,Mf 27 Milestone.Costello,116.176,Costello,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,1400,L,369.38,04/11/2019,10.38,0.264,Wheat Winter,Mf 567 Lindsay's.Costello,134.875,Costello,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,5000,L,1319.21,04/11/2019,33.74,0.264,Wheat Winter,Mf 8-13 Lucy's.Costello,148.192,Costello,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,3985,L,1051.41,04/12/2019,32.49,0.264,Wheat Spring,Mf 17\23 David's.Mulika,122.653,Mulika,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,1650,L,435.34,4/15/2019,9.81,0.264,Wheat Spring,Mf 28 Fen Field.Mulika,168.196,Mulika,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,2484,L,655.38,4/15/2019,12.18,0.264,Wheat Spring,Mf 29 Straw Barn.Mulika,203.941,Mulika,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,4216,L,1112.36,05/01/2019,26.13,0.264,Wheat Winter,Mf 1234 Manor farm View.Costello,161.347,Costello,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,2962,L,781.5,05/08/2019,17.63,0.264,Wheat Winter,Mf 14\16 Track End.Costello,168.009,Costello,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,5535,L,1460.36,05/08/2019,33.74,0.264,Wheat Winter,Mf 8-13 Lucy's.Costello,164.049,Costello,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,4514,L,1190.98,5/13/2019,32.49,0.264,Wheat Spring,Mf 17\23 David's.Mulika,138.935,Mulika,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,2544,L,671.21,5/14/2019,16.31,0.264,Wheat Winter,Mf 26 Railway.Costello,155.978,Costello,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,650,L,171.5,5/14/2019,4.08,0.264,Wheat Winter,Mf 27 Milestone.Costello,159.314,Costello,2019
MANOR FARM FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,1639,L,432.44,5/14/2019,10.38,0.264,Wheat Winter,Mf 567 Lindsay's.Costello,157.9,Costello,2019
,,SUB TOTALS FOR Fertiliser,,,,,31817.2,,,,,,,,
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),8.922,L,141.15,05/06/2019,9.81,15.82,Wheat Spring,Mf 28 Fen Field.Mulika,0.91,Mulika,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),11.078,L,175.25,05/06/2019,12.18,15.82,Wheat Spring,Mf 29 Straw Barn.Mulika,0.91,Mulika,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),28.743,L,454.71,5/20/2019,26.13,15.82,Wheat Winter,Mf 1234 Manor farm View.Costello,1.1,Costello,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),17.941,L,283.82,5/20/2019,16.31,15.82,Wheat Winter,Mf 26 Railway.Costello,1.1,Costello,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),4.488,L,71,5/20/2019,4.08,15.82,Wheat Winter,Mf 27 Milestone.Costello,1.1,Costello,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),11.418,L,180.63,5/20/2019,10.38,15.82,Wheat Winter,Mf 567 Lindsay's.Costello,1.1,Costello,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),19.104,L,302.23,5/22/2019,17.63,15.82,Wheat Winter,Mf 14\16 Track End.Costello,1.084,Costello,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),36.561,L,578.4,5/22/2019,33.74,15.82,Wheat Winter,Mf 8-13 Lucy's.Costello,1.084,Costello,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),31.865,L,504.11,06/06/2019,32.49,15.82,Wheat Spring,Mf 17\23 David's.Mulika,0.981,Mulika,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),11.946,L,188.98,06/06/2019,12.18,15.82,Wheat Spring,Mf 29 Straw Barn.Mulika,0.981,Mulika,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),10,L,158.2,06/07/2019,9.81,15.82,Wheat Spring,Mf 28 Fen Field.Mulika,1.019,Mulika,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Monkey (18382),26.186,L,418.2,06/06/2019,26.13,15.97,Wheat Winter,Mf 1234 Manor farm View.Costello,1.002,Costello,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Monkey (18382),17.668,L,282.16,06/06/2019,17.63,15.97,Wheat Winter,Mf 14\16 Track End.Costello,1.002,Costello,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Monkey (18382),16.345,L,261.03,06/06/2019,16.31,15.97,Wheat Winter,Mf 26 Railway.Costello,1.002,Costello,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Monkey (18382),4.089,L,65.3,06/06/2019,4.08,15.97,Wheat Winter,Mf 27 Milestone.Costello,1.002,Costello,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Monkey (18382),10.402,L,166.13,06/06/2019,10.38,15.97,Wheat Winter,Mf 567 Lindsay's.Costello,1.002,Costello,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Monkey (18382),33.813,L,539.99,06/06/2019,33.74,15.97,Wheat Winter,Mf 8-13 Lucy's.Costello,1.002,Costello,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Monkey (18382),32.068,L,512.12,6/27/2019,32.49,15.97,Wheat Spring,Mf 17\23 David's.Mulika,0.987,Mulika,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Monkey (18382),9.683,L,154.63,6/27/2019,9.81,15.97,Wheat Spring,Mf 28 Fen Field.Mulika,0.987,Mulika,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Monkey (18382),12.022,L,191.99,6/27/2019,12.18,15.97,Wheat Spring,Mf 29 Straw Barn.Mulika,0.987,Mulika,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Nebula (15229),28.743,L,532.03,4/22/2019,26.13,18.51,Wheat Winter,Mf 1234 Manor farm View.Costello,1.1,Costello,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Nebula (15229),19.394,L,358.98,4/22/2019,17.63,18.51,Wheat Winter,Mf 14\16 Track End.Costello,1.1,Costello,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Nebula (15229),17.941,L,332.09,4/22/2019,16.31,18.51,Wheat Winter,Mf 26 Railway.Costello,1.1,Costello,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Nebula (15229),4.488,L,83.07,4/22/2019,4.08,18.51,Wheat Winter,Mf 27 Milestone.Costello,1.1,Costello,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Nebula (15229),11.418,L,211.35,4/22/2019,10.38,18.51,Wheat Winter,Mf 567 Lindsay's.Costello,1.1,Costello,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Nebula (15229),37.116,L,687.01,4/22/2019,33.74,18.51,Wheat Winter,Mf 8-13 Lucy's.Costello,1.1,Costello,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Nebula (15229),26.603,L,492.43,05/06/2019,32.49,18.51,Wheat Spring,Mf 17\23 David's.Mulika,0.819,Mulika,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Priaxor EC (17371),16.984,L,628,5/20/2019,26.13,36.976,Wheat Winter,Mf 1234 Manor farm View.Costello,0.65,Costello,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Priaxor EC (17371),10.601,L,391.99,5/20/2019,16.31,36.976,Wheat Winter,Mf 26 Railway.Costello,0.65,Costello,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Priaxor EC (17371),2.652,L,98.06,5/20/2019,4.08,36.976,Wheat Winter,Mf 27 Milestone.Costello,0.65,Costello,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Priaxor EC (17371),6.747,L,249.47,5/20/2019,10.38,36.976,Wheat Winter,Mf 567 Lindsay's.Costello,0.65,Costello,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Priaxor EC (17371),10.975,L,405.82,5/22/2019,17.63,36.976,Wheat Winter,Mf 14\16 Track End.Costello,0.623,Costello,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Priaxor EC (17371),21.004,L,776.65,5/22/2019,33.74,36.976,Wheat Winter,Mf 8-13 Lucy's.Costello,0.623,Costello,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Priaxor EC (17371),19.119,L,706.95,06/06/2019,32.49,36.976,Wheat Spring,Mf 17\23 David's.Mulika,0.588,Mulika,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Priaxor EC (17371),7.168,L,265.03,06/06/2019,12.18,36.976,Wheat Spring,Mf 29 Straw Barn.Mulika,0.588,Mulika,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Priaxor EC (17371),5,L,184.88,06/07/2019,9.81,36.976,Wheat Spring,Mf 28 Fen Field.Mulika,0.51,Mulika,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Resort (17861),26.13,L,145.28,4/22/2019,26.13,5.56,Wheat Winter,Mf 1234 Manor farm View.Costello,1,Costello,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Resort (17861),17.63,L,98.02,4/22/2019,17.63,5.56,Wheat Winter,Mf 14\16 Track End.Costello,1,Costello,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Resort (17861),16.31,L,90.68,4/22/2019,16.31,5.56,Wheat Winter,Mf 26 Railway.Costello,1,Costello,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Resort (17861),4.08,L,22.68,4/22/2019,4.08,5.56,Wheat Winter,Mf 27 Milestone.Costello,1,Costello,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Resort (17861),10.38,L,57.71,4/22/2019,10.38,5.56,Wheat Winter,Mf 567 Lindsay's.Costello,1,Costello,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Resort (17861),33.74,L,187.59,4/22/2019,33.74,5.56,Wheat Winter,Mf 8-13 Lucy's.Costello,1,Costello,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Resort (17861),16.731,L,93.02,05/06/2019,32.49,5.56,Wheat Spring,Mf 17\23 David's.Mulika,0.515,Mulika,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Resort (17861),8.922,L,49.61,05/06/2019,9.81,5.56,Wheat Spring,Mf 28 Fen Field.Mulika,0.91,Mulika,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Resort (17861),11.078,L,61.59,05/06/2019,12.18,5.56,Wheat Spring,Mf 29 Straw Barn.Mulika,0.91,Mulika,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Unizeb Gold (18186),39.28,L,200.72,06/06/2019,26.13,5.11,Wheat Winter,Mf 1234 Manor farm View.Costello,1.503,Costello,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Unizeb Gold (18186),26.502,L,135.43,06/06/2019,17.63,5.11,Wheat Winter,Mf 14\16 Track End.Costello,1.503,Costello,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Unizeb Gold (18186),24.518,L,125.29,06/06/2019,16.31,5.11,Wheat Winter,Mf 26 Railway.Costello,1.503,Costello,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Unizeb Gold (18186),6.133,L,31.34,06/06/2019,4.08,5.11,Wheat Winter,Mf 27 Milestone.Costello,1.503,Costello,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Unizeb Gold (18186),15.604,L,79.73,06/06/2019,10.38,5.11,Wheat Winter,Mf 567 Lindsay's.Costello,1.503,Costello,2019
MANOR FARM FGrp,Variable Costs,Fungicides,Completed,Unizeb Gold (18186),50.719,L,259.18,06/06/2019,33.74,5.11,Wheat Winter,Mf 8-13 Lucy's.Costello,1.503,Costello,2019
,,SUB TOTALS FOR Fungicides,,,,,13671.7,,,,,,,,
MANOR FARM FGrp,Variable Costs,Growth Regulators,Completed,Agrovista 3 See 750 (15975),38.277,L,72.73,4/22/2019,26.13,1.9,Wheat Winter,Mf 1234 Manor farm View.Costello,1.465,Costello,2019
MANOR FARM FGrp,Variable Costs,Growth Regulators,Completed,Agrovista 3 See 750 (15975),17.63,L,33.5,4/22/2019,17.63,1.9,Wheat Winter,Mf 14\16 Track End.Costello,1,Costello,2019
MANOR FARM FGrp,Variable Costs,Growth Regulators,Completed,Agrovista 3 See 750 (15975),23.892,L,45.39,4/22/2019,16.31,1.9,Wheat Winter,Mf 26 Railway.Costello,1.465,Costello,2019
MANOR FARM FGrp,Variable Costs,Growth Regulators,Completed,Agrovista 3 See 750 (15975),5.977,L,11.36,4/22/2019,4.08,1.9,Wheat Winter,Mf 27 Milestone.Costello,1.465,Costello,2019
MANOR FARM FGrp,Variable Costs,Growth Regulators,Completed,Agrovista 3 See 750 (15975),15.205,L,28.89,4/22/2019,10.38,1.9,Wheat Winter,Mf 567 Lindsay's.Costello,1.465,Costello,2019
MANOR FARM FGrp,Variable Costs,Growth Regulators,Completed,Agrovista 3 See 750 (15975),33.74,L,64.11,4/22/2019,33.74,1.9,Wheat Winter,Mf 8-13 Lucy's.Costello,1,Costello,2019
MANOR FARM FGrp,Variable Costs,Growth Regulators,Completed,Canopy (16314),8.815,L,140.23,04/04/2019,17.63,15.908,Wheat Winter,Mf 14\16 Track End.Costello,0.5,Costello,2019
MANOR FARM FGrp,Variable Costs,Growth Regulators,Completed,Canopy (16314),16.87,L,268.37,04/04/2019,33.74,15.908,Wheat Winter,Mf 8-13 Lucy's.Costello,0.5,Costello,2019
MANOR FARM FGrp,Variable Costs,Growth Regulators,Completed,Canopy (16314),13.065,L,207.84,04/05/2019,26.13,15.908,Wheat Winter,Mf 1234 Manor farm View.Costello,0.5,Costello,2019
MANOR FARM FGrp,Variable Costs,Growth Regulators,Completed,Canopy (16314),8.155,L,129.73,04/05/2019,16.31,15.908,Wheat Winter,Mf 26 Railway.Costello,0.5,Costello,2019
MANOR FARM FGrp,Variable Costs,Growth Regulators,Completed,Canopy (16314),2.04,L,32.45,04/05/2019,4.08,15.908,Wheat Winter,Mf 27 Milestone.Costello,0.5,Costello,2019
MANOR FARM FGrp,Variable Costs,Growth Regulators,Completed,Canopy (16314),5.19,L,82.56,04/05/2019,10.38,15.908,Wheat Winter,Mf 567 Lindsay's.Costello,0.5,Costello,2019
MANOR FARM FGrp,Variable Costs,Growth Regulators,Completed,Optimus (18817),1.764,L,60.8,4/22/2019,17.63,34.47,Wheat Winter,Mf 14\16 Track End.Costello,0.1,Costello,2019
MANOR FARM FGrp,Variable Costs,Growth Regulators,Completed,Optimus (18817),3.376,L,116.36,4/22/2019,33.74,34.47,Wheat Winter,Mf 8-13 Lucy's.Costello,0.1,Costello,2019
MANOR FARM FGrp,Variable Costs,Growth Regulators,Completed,Trinexis (16429),5.511,L,130.34,4/22/2019,26.13,23.653,Wheat Winter,Mf 1234 Manor farm View.Costello,0.211,Costello,2019
MANOR FARM FGrp,Variable Costs,Growth Regulators,Completed,Trinexis (16429),3.44,L,81.36,4/22/2019,16.31,23.653,Wheat Winter,Mf 26 Railway.Costello,0.211,Costello,2019
MANOR FARM FGrp,Variable Costs,Growth Regulators,Completed,Trinexis (16429),0.86,L,20.35,4/22/2019,4.08,23.653,Wheat Winter,Mf 27 Milestone.Costello,0.211,Costello,2019
MANOR FARM FGrp,Variable Costs,Growth Regulators,Completed,Trinexis (16429),2.189,L,51.78,4/22/2019,10.38,23.653,Wheat Winter,Mf 567 Lindsay's.Costello,0.211,Costello,2019
MANOR FARM FGrp,Variable Costs,Growth Regulators,Completed,Trinexis (16429),3.349,L,79.22,05/06/2019,32.49,23.653,Wheat Spring,Mf 17\23 David's.Mulika,0.103,Mulika,2019
MANOR FARM FGrp,Variable Costs,Growth Regulators,Completed,Trinexis (16429),1.338,L,31.66,05/06/2019,9.81,23.653,Wheat Spring,Mf 28 Fen Field.Mulika,0.136,Mulika,2019
MANOR FARM FGrp,Variable Costs,Growth Regulators,Completed,Trinexis (16429),1.662,L,39.3,05/06/2019,12.18,23.653,Wheat Spring,Mf 29 Straw Barn.Mulika,0.136,Mulika,2019
,,SUB TOTALS FOR Growth Regulators,,,,,1728.32,,,,,,,,
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Alias SX (18668),0.837,kg,249.55,05/06/2019,32.49,298.017,Wheat Spring,Mf 17\23 David's.Mulika,0.026,Mulika,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Broadway Star (18273),2.051,kg,251.52,3/21/2019,26.13,122.609,Wheat Winter,Mf 1234 Manor farm View.Costello,0.079,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Broadway Star (18273),1.384,kg,169.7,3/21/2019,17.63,122.609,Wheat Winter,Mf 14\16 Track End.Costello,0.079,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Broadway Star (18273),1.28,kg,157,3/21/2019,16.31,122.609,Wheat Winter,Mf 26 Railway.Costello,0.079,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Broadway Star (18273),0.32,kg,39.27,3/21/2019,4.08,122.609,Wheat Winter,Mf 27 Milestone.Costello,0.079,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Broadway Star (18273),0.815,kg,99.92,3/21/2019,10.38,122.609,Wheat Winter,Mf 567 Lindsay's.Costello,0.079,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Broadway Star (18273),2.649,kg,324.78,3/21/2019,33.74,122.609,Wheat Winter,Mf 8-13 Lucy's.Costello,0.079,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Fence (17393),13.106,L,832.95,11/15/2018,26.13,63.555,Wheat Winter,Mf 1234 Manor farm View.Costello,0.502,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Fence (17393),8.181,L,519.92,11/15/2018,16.31,63.555,Wheat Winter,Mf 26 Railway.Costello,0.502,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Fence (17393),2.046,L,130.06,11/15/2018,4.08,63.555,Wheat Winter,Mf 27 Milestone.Costello,0.502,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Fence (17393),5.206,L,330.88,11/15/2018,10.38,63.555,Wheat Winter,Mf 567 Lindsay's.Costello,0.502,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Fence (17393),6.864,L,436.24,11/27/2018,17.63,63.555,Wheat Winter,Mf 14\16 Track End.Costello,0.389,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Fence (17393),13.136,L,834.86,11/27/2018,33.74,63.555,Wheat Winter,Mf 8-13 Lucy's.Costello,0.389,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Finish SX (18762),0.669,kg,154.2,05/06/2019,9.81,230.441,Wheat Spring,Mf 28 Fen Field.Mulika,0.068,Mulika,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Finish SX (18762),0.831,kg,191.46,05/06/2019,12.18,230.441,Wheat Spring,Mf 29 Straw Barn.Mulika,0.068,Mulika,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Gal Gone,10,L,97.36,5/27/2019,12.18,9.736,Wheat Spring,Mf 29 Straw Barn.Mulika,0.821,Mulika,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Herold (16195),7.886,L,556.21,10/11/2018,26.13,70.532,Wheat Winter,Mf 1234 Manor farm View.Costello,0.302,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Herold (16195),1.231,L,86.85,10/11/2018,4.08,70.532,Wheat Winter,Mf 27 Milestone.Costello,0.302,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Herold (16195),3.133,L,220.95,10/11/2018,10.38,70.532,Wheat Winter,Mf 567 Lindsay's.Costello,0.302,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Herold (16195),5.1,L,359.71,10/22/2018,16.31,70.532,Wheat Winter,Mf 26 Railway.Costello,0.313,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Herold (16195),5.972,L,421.19,10/26/2018,17.63,70.532,Wheat Winter,Mf 14\16 Track End.Costello,0.339,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Herold (16195),11.428,L,806.06,10/26/2018,33.74,70.532,Wheat Winter,Mf 8-13 Lucy's.Costello,0.339,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Liberator (15206),9.797,L,613.03,2/26/2019,32.49,62.571,Wheat Spring,Mf 17\23 David's.Mulika,0.302,Mulika,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Liberator (15206),3.703,L,231.69,2/27/2019,9.81,62.571,Wheat Spring,Mf 28 Fen Field.Mulika,0.377,Mulika,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Liberator (15206),4.597,L,287.66,2/27/2019,12.18,62.571,Wheat Spring,Mf 29 Straw Barn.Mulika,0.377,Mulika,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Palio (18349),4.774,kg,589.97,3/21/2019,26.13,123.585,Wheat Winter,Mf 1234 Manor farm View.Costello,0.183,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Palio (18349),3.221,kg,398.05,3/21/2019,17.63,123.585,Wheat Winter,Mf 14\16 Track End.Costello,0.183,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Palio (18349),2.98,kg,368.25,3/21/2019,16.31,123.585,Wheat Winter,Mf 26 Railway.Costello,0.183,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Palio (18349),0.745,kg,92.12,3/21/2019,4.08,123.585,Wheat Winter,Mf 27 Milestone.Costello,0.183,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Palio (18349),1.896,kg,234.36,3/21/2019,10.38,123.585,Wheat Winter,Mf 567 Lindsay's.Costello,0.183,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Palio (18349),6.164,kg,761.79,3/21/2019,33.74,123.585,Wheat Winter,Mf 8-13 Lucy's.Costello,0.183,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Roundup Vista Plus (18002),27.511,L,109.84,10/09/2018,26.13,3.993,Wheat Winter,Mf 1234 Manor farm View.Costello,1.053,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Roundup Vista Plus (18002),4.296,L,17.15,10/09/2018,4.08,3.993,Wheat Winter,Mf 27 Milestone.Costello,1.053,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Roundup Vista Plus (18002),10.929,L,43.63,10/09/2018,10.38,3.993,Wheat Winter,Mf 567 Lindsay's.Costello,1.053,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Roundup Vista Plus (18002),38.939,L,155.47,10/21/2018,32.49,3.993,Wheat Spring,Mf 17\23 David's.Mulika,1.198,Mulika,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Roundup Vista Plus (18002),21.129,L,84.36,10/21/2018,17.63,3.993,Wheat Winter,Mf 14\16 Track End.Costello,1.198,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Roundup Vista Plus (18002),40.437,L,161.45,10/21/2018,33.74,3.993,Wheat Winter,Mf 8-13 Lucy's.Costello,1.198,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Roundup Vista Plus (18002),40,L,159.7,2/19/2019,32.49,3.993,Wheat Spring,Mf 17\23 David's.Mulika,1.231,Mulika,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Sword (18592),1.46,L,124.18,5/27/2019,12.18,85.053,Wheat Spring,Mf 29 Straw Barn.Mulika,0.12,Mulika,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Trooper (13924),53.432,L,633.63,10/11/2018,26.13,11.859,Wheat Winter,Mf 1234 Manor farm View.Costello,2.045,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Trooper (13924),8.343,L,98.94,10/11/2018,4.08,11.859,Wheat Winter,Mf 27 Milestone.Costello,2.045,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Trooper (13924),21.225,L,251.7,10/11/2018,10.38,11.859,Wheat Winter,Mf 567 Lindsay's.Costello,2.045,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Trooper (13924),34,L,403.19,10/22/2018,16.31,11.859,Wheat Winter,Mf 26 Railway.Costello,2.085,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Trooper (13924),36.379,L,431.4,10/26/2018,17.63,11.859,Wheat Winter,Mf 14\16 Track End.Costello,2.063,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Trooper (13924),69.621,L,825.61,10/26/2018,33.74,11.859,Wheat Winter,Mf 8-13 Lucy's.Costello,2.063,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Vixen (13621),0.343,kg,42.82,11/27/2018,17.63,124.78,Wheat Winter,Mf 14\16 Track End.Costello,0.019,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Vixen (13621),0.657,kg,81.96,11/27/2018,33.74,124.78,Wheat Winter,Mf 8-13 Lucy's.Costello,0.019,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Xerton (17335),15.809,L,411.04,11/15/2018,26.13,26,Wheat Winter,Mf 1234 Manor farm View.Costello,0.605,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Xerton (17335),9.868,L,256.56,11/15/2018,16.31,26,Wheat Winter,Mf 26 Railway.Costello,0.605,Costello,2019
